"","wind_speed_LGF","wind_speed_NYL","wind_speed_NOZ","wind_speed_ODO","wind_speed_MAF","wind_speed_MDD"
"1",12.075,10.925,10.35,7.475,9.2,5.75
"2",9.775,6.9,6.9,6.9,7.475,0
"3",4.025,2.3,8.625,1.725,0,0
"4",4.6,6.325,9.2,5.175,0.8625,0
"5",1.725,6.9,6.9,2.875,1.29375,0
"6",0,5.75,10.35,3.45,1.509375,0
"7",5.75,8.625,7.475,4.6,1.725,0
"8",0,6.325,9.775,4.025,2.875,0
"9",6.9,4.025,10.925,9.775,9.775,8.05
"10",10.925,10.925,14.95,10.925,12.075,8.625
"11",8.05,10.35,14.95,9.775,12.65,9.2
"12",10.35,10.925,16.675,9.775,12.075,9.775
"13",4.025,10.35,12.65,8.05,5.75,6.9
"14",8.05,8.05,11.5,9.2,8.05,6.9
"15",5.175,8.625,10.925,9.2,9.2,6.9
"16",3.45,4.6,12.075,8.05,9.775,5.175
"17",3.45,4.6,8.05,10.925,10.0625,4.6
"18",5.75,6.325,5.175,9.775,10.35,3.45
"19",5.75,5.75,10.35,9.2,9.775,8.625
"20",8.05,6.9,13.8,12.075,10.925,12.434375
"21",8.05,6.9,16.1,10.925,12.65,12.075
"22",7.475,6.9,14.95,12.65,13.225,11.5
"23",8.05,8.05,11.5,12.075,12.075,13.8
"24",8.625,2.875,8.625,7.475,10.925,9.775
"25",5.75,0,4.6,6.9,8.05,8.05
"26",2.3,2.3,4.025,6.9,13.8,9.2
"27",1.725,0,7.475,7.475,13.8,10.35
"28",0,6.9,8.625,5.75,9.775,8.05
"29",1.725,1.725,3.45,4.025,7.7625,4.025
"30",0,0,5.75,4.025,5.75,0
"31",1.725,3.45,6.9,4.025,4.6,3.45
"32",3.45,1.725,6.325,4.6,8.05,5.175
"33",5.75,4.025,7.475,9.2,9.2,9.2
"34",6.9,5.175,2.875,12.075,11.5,9.775
"35",10.925,9.2,5.75,16.675,16.1,13.225
"36",11.5,8.05,6.325,16.1,14.375,14.95
"37",9.2,8.625,7.475,9.2,13.5125,10.925
"38",8.625,12.075,9.2,13.8,13.08125,11.5
"39",6.9,6.9,5.175,13.225,12.865625,13.8
"40",6.325,5.75,1.725,13.225,12.7578125,12.65
"41",7.475,2.3,1.725,12.65,12.70390625,10.35
"42",4.6,4.025,2.3,12.65,12.65,14.95
"43",6.9,6.9,8.625,10.925,11.5,9.775
"44",10.925,12.075,13.225,9.2,10.35,8.05
"45",20.7,16.1,15.525,20.125,19.55,16.675
"46",22.425,17.25,16.675,16.1,18.4,12.075
"47",19.55,17.825,19.55,16.675,17.25,12.075
"48",14.95,12.075,17.25,9.775,10.925,10.925
"49",10.35,7.475,12.075,9.775,10.35,10.35
"50",6.9,6.9,9.775,11.5,15.525,8.625
"51",2.875,8.05,9.775,10.925,12.65,9.2
"52",1.725,5.175,9.2,9.775,7.475,5.175
"53",2.3,2.875,8.05,6.325,6.9,4.6
"54",0,1.725,14.375,2.3,2.3,3.45
"55",0,2.3,8.05,1.725,2.3,4.025
"56",0,0,6.9,9.775,8.05,7.475
"57",3.45,8.05,16.1,9.2,8.05,8.625
"58",16.675,13.8,18.4,8.05,6.9,7.475
"59",13.8,12.075,14.375,10.35,11.5,9.2
"60",12.65,9.2,11.5,9.775,9.2,10.35
"61",5.75,5.75,6.325,3.45,3.45,4.6
"62",0,5.75,0,6.325,7.475,5.75
"63",5.175,0,0,6.325,5.75,6.325
"64",1.725,0,0,5.75,5.75,6.325
"65",0,1.725,4.025,7.475,10.925,8.625
"66",0,3.45,3.45,13.8,10.35,8.625
"67",0,0,9.2,23.575,21.85,17.25
"68",6.325,2.875,11.5,21.275,23,19.55
"69",13.225,4.025,13.225,21.275,21.85,18.975
"70",11.5,13.225,16.1,14.375,17.25,17.25
"71",10.925,9.775,12.65,10.35,14.375,14.375
"72",9.775,6.325,9.775,4.025,7.475,8.625
"73",8.05,6.9,7.475,8.05,6.9,3.45
"74",7.475,5.175,8.625,8.05,6.9,4.6
"75",0,0,5.175,7.475,7.475,5.175
"76",2.875,1.725,5.175,6.9,8.05,8.625
"77",4.025,1.725,6.325,9.2,6.9,9.775
"78",0,1.725,6.325,12.65,10.925,11.5
"79",1.725,5.75,4.025,10.925,13.8,14.95
"80",4.025,0,1.725,19.55,14.95,14.375
"81",0,8.05,2.3,16.1,18.975,16.675
"82",0,6.325,5.175,21.275,20.7,17.825
"83",3.45,4.6,7.475,14.95,14.95,14.95
"84",4.6,2.3,6.9,15.525,15.525,12.075
"85",6.325,5.175,5.175,9.2,13.8,13.8
"86",3.45,0,3.45,18.4,14.375,17.25
"87",1.725,3.45,6.9,16.1,11.5,13.8
"88",0,1.725,8.05,13.8,11.5,11.5
"89",1.725,1.725,8.05,9.775,9.775,9.2
"90",5.175,2.3,8.625,6.9,10.35,11.5
"91",5.75,4.025,9.775,8.05,12.075,10.35
"92",9.2,4.6,10.925,4.025,7.475,9.775
"93",8.05,5.75,12.075,7.475,8.05,6.9
"94",8.625,4.6,10.925,4.025,8.625,6.325
"95",2.875,9.775,10.925,10.35,8.625,5.175
"96",5.175,10.925,12.65,12.075,10.925,10.35
"97",8.625,6.325,11.5,5.75,5.175,5.175
"98",8.625,1.725,9.775,6.9,9.775,6.325
"99",7.475,2.3,9.775,6.325,9.775,8.05
"100",0,0,9.775,5.175,0,4.6
"101",5.175,4.6,8.625,5.75,5.75,5.75
"102",6.9,2.3,8.05,9.775,4.025,8.625
"103",10.35,4.025,9.775,9.2,9.2,9.775
"104",8.05,2.875,0,10.35,9.2,9.775
"105",6.325,5.75,6.9,10.35,7.475,8.625
"106",5.175,5.75,9.775,8.05,9.2,6.9
"107",1.725,1.725,8.05,10.925,12.65,10.35
"108",2.3,4.025,6.9,12.65,12.075,10.35
"109",1.725,1.725,7.475,11.5,12.075,10.925
"110",2.875,5.175,7.475,9.2,9.2,6.9
"111",8.05,5.75,5.75,8.05,9.2,9.2
"112",0,0,5.175,10.925,9.775,10.35
"113",0,0,2.3,10.925,9.2,9.2
"114",3.45,1.725,1.725,9.2,10.35,8.625
"115",0,2.3,2.3,10.35,8.625,10.35
"116",0,0,2.3,9.2,9.775,10.925
"117",1.725,1.725,3.45,10.35,10.925,11.5
"118",4.025,2.3,5.175,12.65,11.5,13.225
"119",4.025,4.025,4.025,14.95,15.525,14.375
"120",6.9,4.6,5.175,15.525,17.25,13.8
"121",6.9,6.325,5.75,13.8,17.25,14.95
"122",6.325,4.6,2.3,15.525,13.8,15.525
"123",4.025,1.725,5.175,14.95,13.8,13.8
"124",0,2.3,5.175,14.95,13.8,13.8
"125",2.3,0,5.75,12.075,14.95,13.225
"126",0,2.3,4.6,10.35,12.65,11.5
"127",3.45,0,0,11.5,11.5,10.925
"128",0,0,1.725,11.5,13.8,9.775
"129",0,0,0,6.9,5.75,5.175
"130",4.025,5.175,2.875,6.9,5.175,5.75
"131",4.6,5.75,4.025,6.9,8.625,6.6125
"132",9.2,4.6,4.6,5.75,6.9,6.9
"133",6.325,5.75,2.3,6.9,6.9,6.325
"134",4.6,5.175,7.475,4.6,6.325,5.175
"135",5.75,4.025,9.2,8.05,8.625,7.475
"136",8.625,0,10.35,11.5,11.5,10.925
"137",6.325,1.725,6.325,11.5,12.65,13.225
"138",4.025,0,9.2,15.525,16.1,16.1
"139",1.725,6.325,9.2,14.95,14.95,14.375
"140",10.35,5.175,8.625,13.8,14.95,14.95
"141",16.675,9.775,6.9,13.8,15.525,13.225
"142",14.95,23,25.875,13.225,13.225,12.9375
"143",18.975,16.675,21.275,11.5,12.65,12.65
"144",9.2,11.5,14.375,11.5,12.075,10.925
"145",5.175,6.9,9.2,8.625,9.775,9.2
"146",6.325,7.475,4.025,10.925,10.35,8.625
"147",0,8.05,4.6,10.35,10.925,10.925
"148",0,2.875,2.3,10.35,10.35,10.35
"149",0,3.45,0,11.5,11.5,11.5
"150",5.75,1.725,6.325,9.775,11.5,11.5
"151",1.725,1.725,6.9,8.05,10.925,10.35
"152",4.6,2.3,5.75,13.8,16.1,13.8
"153",6.325,4.6,6.9,12.075,9.775,10.35
"154",13.8,12.65,22.425,9.2,10.925,10.35
"155",14.375,16.675,16.1,11.5,12.65,10.925
"156",14.95,16.1,14.95,8.625,11.5,10.925
"157",13.225,9.2,13.8,12.65,14.375,10.925
"158",6.9,8.625,14.375,14.375,13.225,13.225
"159",10.925,12.65,16.675,14.95,16.1,17.25
"160",7.475,12.65,16.1,19.55,17.825,16.1
"161",4.6,12.65,17.825,17.25,17.25,16.675
"162",7.475,12.075,14.375,14.95,18.4,18.4
"163",16.1,10.35,9.775,18.4,16.675,18.975
"164",13.225,11.5,10.925,17.25,19.55,18.4
"165",20.7,14.375,14.375,17.825,21.275,18.4
"166",17.825,15.525,16.675,15.525,19.55,14.95
"167",17.25,14.95,18.4,16.1,16.1,15.525
"168",14.375,14.95,17.25,16.1,14.95,14.95
"169",8.625,9.775,7.475,9.2,16.1,11.5
"170",4.6,5.75,6.9,7.475,9.775,8.625
"171",5.75,3.45,4.6,6.9,13.8,9.2
"172",0,1.725,5.75,6.9,10.35,8.625
"173",0,1.725,5.75,7.475,8.625,6.325
"174",0,1.725,2.875,5.75,6.9,5.175
"175",1.725,2.3,6.325,2.875,9.2,3.45
"176",2.3,2.3,4.025,1.4375,3.45,0
"177",0,3.45,1.725,0.71875,0,0
"178",0,3.45,9.2,0.359375,6.325,5.75
"179",6.325,6.9,8.05,0,4.025,1.725
"180",10.35,10.35,10.925,8.05,4.025,4.6
"181",6.9,7.475,9.775,12.075,6.325,3.45
"182",5.75,8.05,10.925,14.0875,7.475,4.6
"183",3.45,12.65,10.35,15.09375,8.05,5.175
"184",5.175,8.05,13.225,15.596875,8.3375,6.9
"185",2.875,3.45,8.625,15.8484375,8.48125,8.625
"186",5.75,0,9.775,15.97421875,8.553125,8.625
"187",5.75,2.875,7.475,16.037109375,8.625,9.2
"188",2.3,2.3,2.3,16.0685546875,10.35,9.2
"189",4.6,8.05,8.625,16.08427734375,10.35,9.775
"190",10.925,12.65,10.35,16.092138671875,12.075,9.775
"191",13.225,10.35,9.2,16.0960693359375,10.35,8.05
"192",12.075,9.775,13.8,16.1,17.25,13.8
"193",8.05,8.625,8.625,8.05,8.05,5.75
"194",3.45,8.625,8.05,8.05,5.75,4.6
"195",5.175,11.5,6.325,6.325,4.3125,3.45
"196",4.025,9.2,6.325,0,5.175,4.6
"197",10.35,1.725,2.875,12.075,8.05,8.05
"198",9.2,0,8.625,10.35,11.5,10.925
"199",3.45,0,9.2,12.075,13.225,10.35
"200",0,8.05,8.625,9.775,11.5,9.2
"201",10.925,11.5,13.8,10.35,9.775,9.2
"202",17.25,11.5,14.375,9.2,9.775,8.625
"203",17.25,15.525,12.65,9.775,9.775,9.2
"204",18.975,16.1,20.7,12.075,10.35,8.625
"205",12.075,13.225,12.075,10.35,9.2,10.35
"206",5.75,8.05,9.2,14.95,14.95,13.225
"207",5.175,7.475,8.625,10.35,11.5,11.5
"208",5.75,9.775,11.5,13.225,12.075,10.925
"209",6.325,8.05,10.35,12.65,14.95,12.65
"210",7.475,12.65,13.8,14.95,14.95,13.8
"211",12.65,12.65,9.775,13.8,16.1,14.95
"212",13.225,12.075,13.225,10.35,13.8,13.225
"213",18.4,13.8,17.25,10.35,12.65,10.925
"214",10.925,8.05,15.525,9.2,10.35,8.625
"215",5.175,11.5,11.5,9.775,9.775,8.05
"216",8.05,10.35,11.5,5.75,8.625,9.2
"217",9.775,10.35,9.775,4.6,3.45,4.025
"218",6.9,7.475,8.625,0,3.45,0
"219",2.3,6.325,5.75,0,6.325,4.6
"220",6.325,5.175,6.325,0,3.45,4.6
"221",0,1.725,3.45,2.3,0,4.025
"222",5.75,3.45,6.325,3.45,3.45,3.45
"223",16.1,1.725,8.625,3.45,4.025,0
"224",21.275,8.05,4.025,5.75,6.9,4.6
"225",23.8625,10.35,8.05,10.925,9.775,9.775
"226",25.15625,9.2,7.475,9.775,10.925,10.925
"227",25.803125,5.175,4.6,13.225,13.8,12.65
"228",26.1265625,5.175,7.475,13.225,14.95,15.525
"229",26.28828125,4.025,7.475,10.35,9.775,10.35
"230",26.369140625,6.9,5.175,6.325,6.9,6.325
"231",26.4095703125,5.175,6.325,4.6,5.75,5.75
"232",26.42978515625,0,8.05,4.6,5.175,4.6
"233",26.439892578125,1.725,1.725,4.6,4.6,5.175
"234",26.4449462890625,2.3,5.75,5.75,2.875,5.175
"235",26.4474731445313,3.45,1.725,5.75,2.3,3.45
"236",26.4487365722656,2.875,0,9.775,9.2,7.475
"237",26.4493682861328,2.875,4.025,9.775,11.5,11.2125
"238",26.4496841430664,11.5,14.375,14.95,15.525,15.525
"239",26.4498420715332,11.5,8.05,16.675,16.1,16.675
"240",26.4499210357666,8.625,12.65,16.1,18.4,15.525
"241",26.4499605178833,15.525,14.95,15.525,17.825,13.8
"242",26.4499802589417,10.925,11.5,14.95,18.975,18.4
"243",26.4499901294708,10.925,6.9,17.825,19.55,20.7
"244",26.4499950647354,9.775,14.95,15.525,16.675,20.125
"245",26.4499975323677,6.9,10.925,8.625,10.35,16.1
"246",26.4499987661839,9.775,9.775,8.05,12.075,14.375
"247",26.4499993830919,9.2,3.45,6.325,6.9,7.1875
"248",26.449999691546,10.35,9.775,9.2,9.775,8.625
"249",26.45,13.225,17.825,16.675,20.7,14.95
"250",20.125,18.975,16.675,18.4,15.525,13.8
"251",14.95,16.1,20.7,17.825,16.675,13.8
"252",13.225,13.225,18.975,17.825,16.1,14.375
"253",10.35,10.35,11.5,9.775,6.9,8.625
"254",8.625,7.475,8.625,8.05,5.75,8.625
"255",8.625,7.475,8.625,2.3,1.725,0
"256",8.625,9.2,10.35,6.9,5.75,5.175
"257",4.6,9.775,7.475,4.025,5.175,4.6
"258",9.2,9.2,10.35,4.025,1.725,3.45
"259",14.375,11.5,10.35,1.725,1.725,5.4625
"260",8.05,13.8,14.375,7.475,7.475,6.873046875
"261",13.225,10.925,17.825,14.375,14.375,14.375
"262",14.375,11.5,14.95,21.85,21.85,19.55
"263",16.1,10.35,13.225,18.4,14.0875,17.25
"264",11.5,9.775,12.65,13.8,12.65,14.375
"265",11.5,6.9,8.625,9.2,6.9,6.9
"266",3.45,5.175,5.75,5.175,4.6,6.9
"267",0,5.175,8.05,7.475,8.625,9.2
"268",0,0,7.475,8.625,6.9,8.05
"269",0,3.45,9.2,4.6,6.325,2.3
"270",4.6,5.175,10.925,4.6,5.75,5.175
"271",4.025,5.175,12.075,2.3,8.05,4.6
"272",3.45,3.45,9.775,1.725,5.75,6.9
"273",2.875,6.325,14.375,14.95,12.65,12.65
"274",6.9,10.35,13.8,17.25,17.25,14.95
"275",9.2,6.9,9.775,19.55,20.7,17.825
"276",10.35,7.475,6.9,16.1,16.675,14.95
"277",3.45,6.325,6.325,12.075,13.225,11.5
"278",2.875,5.175,5.75,13.8,13.8,16.1
"279",1.725,3.45,8.625,9.2,12.65,10.35
"280",5.175,0,6.325,6.9,9.2,10.925
"281",5.75,3.45,6.325,7.475,8.05,8.625
"282",4.6,1.725,2.875,11.5,10.925,10.35
"283",4.6,0,6.9,9.2,8.625,11.5
"284",5.75,3.45,8.625,16.675,16.675,13.225
"285",4.025,5.175,8.05,15.525,14.375,15.525
"286",4.6,6.325,8.05,9.775,8.05,8.05
"287",6.9,5.175,4.025,5.175,4.6,5.175
"288",6.9,7.475,4.6,6.325,6.325,6.9
"289",6.325,6.9,8.625,9.2,9.775,9.775
"290",7.475,5.175,6.9,12.075,16.1,13.8
"291",8.625,3.45,10.925,15.525,14.95,10.925
"292",6.9,2.3,8.625,13.225,14.95,11.5
"293",19.55,6.325,11.5,14.95,14.375,12.65
"294",31.625,17.25,29.9,10.35,10.925,9.775
"295",31.625,17.825,28.75,12.65,13.8,14.375
"296",35.075,18.975,31.05,16.675,16.675,15.525
"297",28.75,20.7,31.05,12.65,13.225,13.8
"298",19.55,17.825,22.425,12.65,12.075,12.075
"299",17.25,16.1,23.575,9.2,9.2,8.625
"300",13.8,14.375,18.4,9.2,9.2,9.775
"301",10.35,8.05,10.925,8.05,8.625,9.775
"302",10.35,9.2,4.6,10.35,8.05,8.625
"303",7.475,6.325,4.025,9.775,9.2,8.05
"304",5.175,6.325,4.025,5.75,6.325,5.175
"305",0,2.3,4.6,0,3.45,0
"306",1.725,3.45,7.475,1.725,3.45,3.45
"307",2.3,5.75,9.775,3.45,2.875,4.6
"308",0,6.325,8.05,4.025,5.175,3.45
"309",6.325,7.475,12.075,8.05,8.05,5.75
"310",6.325,10.35,8.05,10.925,9.2,11.5
"311",2.875,5.75,5.75,13.225,13.8,16.675
"312",4.6,6.325,6.325,12.075,10.925,9.2
"313",4.025,5.75,5.175,6.325,7.475,4.6
"314",4.025,5.175,6.9,1.725,2.3,1.725
"315",2.3,4.6,9.775,1.725,0,1.725
"316",0,6.325,7.475,2.3,0,0
"317",4.025,2.3,9.2,4.6,1.725,0
"318",6.9,3.45,8.625,4.025,2.875,0
"319",4.025,5.175,6.9,4.025,0,0
"320",2.3,1.725,10.35,5.75,6.325,4.025
"321",4.025,0,3.45,9.2,7.475,5.75
"322",6.9,5.75,4.025,13.225,12.075,9.775
"323",7.475,10.35,5.75,13.225,17.825,14.95
"324",6.325,5.175,7.475,12.075,15.525,12.075
"325",6.9,2.3,5.75,6.9,7.475,8.05
"326",5.175,4.025,6.325,4.025,6.9,6.9
"327",6.325,1.725,8.625,10.35,10.925,10.925
"328",8.05,11.5,11.5,7.475,6.9,9.775
"329",10.925,9.775,14.95,5.75,5.75,8.05
"330",21.85,12.65,17.825,7.475,4.6,4.6
"331",11.5,14.375,16.675,9.775,8.05,6.9
"332",17.25,17.825,16.1,17.825,19.55,14.95
"333",25.3,20.7,23,14.375,17.25,13.8
"334",20.7,17.25,23.575,13.8,12.65,12.65
"335",18.4,14.95,24.4375,10.35,9.775,11.5
"336",19.55,14.95,20.125,14.375,15.525,14.375
"337",14.375,13.225,12.65,17.25,18.4,16.1
"338",9.2,5.75,8.05,16.675,16.675,14.375
"339",9.2,5.175,6.9,20.7,20.125,14.95
"340",2.3,3.45,4.025,21.275,20.125,16.1
"341",4.6,2.875,5.175,18.975,20.7,19.55
"342",0,1.725,8.05,17.25,18.4,16.1
"343",2.875,4.025,7.475,16.675,16.675,13.8
"344",4.6,8.05,5.75,14.95,12.65,9.775
"345",2.3,9.775,8.05,16.1,15.525,13.225
"346",2.875,9.775,8.05,18.975,19.55,18.975
"347",3.45,6.9,4.8875,17.25,23,20.7
"348",3.45,6.325,8.05,14.95,15.525,14.375
"349",2.3,2.3,3.45,2.875,4.025,4.025
"350",2.3,8.05,7.475,5.175,2.3,1.725
"351",2.3,7.475,6.9,4.6,7.475,5.75
"352",1.725,5.75,8.05,6.9,7.475,5.75
"353",2.3,1.725,7.475,6.9,6.9,4.6
"354",0,0,10.35,6.325,5.75,5.175
"355",1.725,0,9.775,5.175,6.325,4.6
"356",4.025,6.9,8.05,4.6,4.6,5.75
"357",9.2,10.35,6.325,8.3375,5.75,5.75
"358",11.5,11.5,5.175,6.9,3.45,6.9
"359",7.475,6.9,5.75,6.325,6.325,5.75
